ID,STRATACD,ECOSECTION,PHOTOYEAR,NUMCOND,PNTCNT,TREE,SHRUB,TREESHRUB,FOREST,NONFOREST,VEGETATED,NONVEGETATED,DEAD,ASPEN,PINYON,PJSPP,SAGE,SPRUCEFIR,INSDIS_DROUGHT,FIRE,EVI2005097,EVI2005177,EVI2005273,NDV2005097,NDV2005177,NDV2005273,NIR2005097,NIR2005177,NIR2005273,RED2005097,RED2005177,RED2005273,NLCD01_250,ELEV250
319,2,M341A,2004,1,49,20,16,37,20,80,59,41,0,0,18,20,4,0,0,0,1202,1571,1500,2730,2920,3448,1516,1930,1508,866,1059,734,42,2206.00
320,2,M341A,2004,1,49,20,22,43,20,80,47,53,0,0,8,20,16,0,0,0,1726,1966,1762,3327,3717,4308,1890,1887,1429,946,864,571,42,1993.00
321,2,M341A,2004,1,49,22,35,57,22,78,69,31,0,0,14,22,22,0,0,0,1295,1527,2394,3346,3699,3945,1273,1604,2211,636,748,1003,42,1961.00
322,2,M341A,2004,1,49,24,43,67,24,76,86,14,2,0,2,22,6,0,0,0,1248,1856,1915,2559,3399,3410,1719,1929,2305,1018,950,1138,42,2100.00
323,2,M341A,2004,1,49,27,10,37,27,73,47,53,0,0,6,27,6,0,0,0,1937,2065,1871,2737,3504,3145,2749,2296,2358,1586,1106,1237,42,2000.00
324,2,M341A,2004,1,49,27,10,37,27,73,80,20,0,0,14,27,0,0,0,0,1374,2666,2063,2607,4817,4392,1787,2053,1744,1060,725,686,42,2183.00
325,2,M341A,2004,1,49,27,16,43,27,73,47,53,0,0,22,27,0,0,0,0,1407,2799,2021,2862,3458,3546,1759,2827,2284,977,1351,1087,42,2065.00
326,2,M341A,2004,1,49,29,4,33,29,71,59,41,2,0,10,27,0,0,0,0,1623,1349,1606,2963,2712,3067,1974,1810,1919,1075,1038,1020,42,2179.00
327,2,M341A,2004,1,49,29,12,41,29,71,55,45,0,0,6,27,10,0,0,0,1503,1732,1532,2788,3296,3498,2015,2258,1540,1138,1141,745,42,2048.00
328,2,M341A,2004,1,49,29,20,49,29,71,63,37,0,0,10,29,20,0,0,0,1348,1440,1773,3025,3587,3751,1557,1606,1733,834,758,788,42,2081.00
329,2,M341A,2004,1,49,31,6,37,31,69,55,45,0,2,0,0,4,0,0,0,1616,1953,1706,2805,3445,3511,2033,2281,1743,1140,1114,837,42,2236.00
330,2,M341A,2004,1,49,31,6,37,31,69,86,14,0,0,20,31,0,0,0,0,1151,2076,1635,2898,3356,3547,1315,2588,1664,723,1285,799,42,2097.00
331,2,M341A,2004,1,49,31,8,39,31,69,73,27,0,0,12,31,6,0,0,0,930,2257,1590,2091,3388,3889,1394,2654,1405,912,1312,625,42,2308.00
332,2,M341A,2004,1,49,31,16,47,31,69,76,24,0,0,29,29,12,0,0,0,1775,1915,1459,3336,3566,2976,1946,2049,1759,974,972,947,42,2096.00
333,2,M341A,2004,1,49,31,18,49,31,69,61,39,0,0,18,27,14,0,100,0,1479,1619,1629,3091,3123,3598,1777,2133,1687,942,1126,809,42,1932.00
334,2,M341A,2004,1,49,33,6,39,33,67,41,59,0,0,27,29,0,0,0,0,1695,1769,1781,2805,3460,4000,2354,1554,1571,1327,755,681,42,2266.00
335,2,M341A,2004,1,49,33,14,47,33,67,51,49,6,0,4,24,0,0,0,0,825,1183,1370,1647,3214,4038,1768,1468,1174,1272,746,501,42,2421.00
336,2,M341A,2004,1,49,33,16,49,33,67,53,47,0,0,22,33,0,0,0,0,1757,2296,1643,3253,4050,4224,1980,2170,1345,1007,916,545,42,2171.00
337,2,M341A,2004,1,49,33,22,55,33,67,73,27,0,0,24,27,18,0,100,0,552,3073,1978,650,4518,4095,3474,2684,1816,3156,1016,763,42,2407.00
338,2,M341A,2004,1,49,33,27,59,33,67,90,10,0,0,8,33,0,0,0,0,1444,1595,1617,2711,2899,2972,2073,2080,2124,1197,1146,1152,42,2154.00
339,2,M341A,2004,1,49,35,4,39,35,65,55,45,2,0,22,33,0,0,0,0,1461,1666,1798,2306,3262,3480,2061,2345,1839,1306,1191,898,42,2360.00
340,2,M341A,2004,1,49,35,4,39,35,65,67,33,4,0,18,31,0,0,0,0,1744,1489,1659,3193,2786,3349,2002,1865,1752,1038,1054,888,42,2055.00
341,2,M341A,2004,1,49,35,8,43,35,65,51,49,0,0,10,35,6,0,0,0,1071,1595,1352,2964,3451,4510,1196,1898,1044,649,913,395,42,2187.00
342,2,M341A,2004,1,49,35,14,49,35,65,71,29,0,0,4,29,0,0,0,0,1483,1967,1776,2370,3438,3861,2298,2445,1647,1422,1197,731,42,2389.00
343,2,M341A,2004,1,49,35,20,55,35,65,61,39,2,0,29,33,2,0,0,0,1589,1959,1753,2958,3427,4104,2008,2215,1550,1094,1093,648,42,2091.00
344,2,M341A,2004,1,49,37,2,39,37,63,61,39,2,0,24,29,0,0,0,0,1751,1703,1753,2832,3408,3267,2158,1796,1970,1205,889,1004,42,2146.00
345,2,M341A,2004,1,49,37,14,51,37,63,61,39,2,0,29,35,10,0,0,0,1520,1777,1854,2688,3310,3611,2117,1996,2064,1226,1007,981,42,2218.00
346,2,M341A,2004,1,49,39,6,45,39,61,65,35,0,0,22,39,2,0,0,0,1723,1874,1743,2646,3448,3739,2162,2150,1731,1261,1045,793,42,2244.00
347,2,M341A,2004,1,49,41,6,47,41,59,63,37,4,0,22,37,2,0,0,0,1540,1741,1927,2783,3268,3555,2056,1996,2125,1171,1014,1021,42,2339.00
348,2,M341A,2004,1,49,41,6,47,41,59,84,16,4,0,20,24,2,0,0,0,1202,2421,1869,2444,4032,4333,1658,1952,1580,1015,820,629,42,2311.00
349,2,M341A,2004,1,49,41,10,51,41,59,65,35,0,0,20,41,0,0,0,0,1615,1734,1766,2828,3044,3407,2130,1994,1909,1193,1065,944,42,1918.00
350,2,M341A,2004,1,49,41,12,53,41,59,82,18,0,0,16,41,4,0,0,0,1465,1600,1596,3222,3532,3743,1650,1595,1582,848,764,726,42,2090.00
351,2,M341A,2004,1,49,41,14,55,41,59,59,41,4,0,24,35,0,0,0,0,1465,2386,1689,2736,3927,4405,1971,2251,1360,1128,981,529,42,2157.00
352,2,M341A,2004,1,49,41,14,55,41,59,61,39,0,0,29,41,14,0,0,0,1377,1980,1792,2732,3415,3516,1848,2301,1941,1056,1130,930,42,2149.00
353,2,M341A,2004,1,49,41,20,61,41,59,73,27,4,0,27,37,20,0,0,0,1405,1863,1682,3116,3564,3994,1532,1867,1499,804,887,648,42,2005.00
354,2,M341A,2004,1,49,41,20,61,41,59,88,12,0,0,24,35,0,0,0,0,1091,2396,1691,1048,3922,3779,3121,2009,1482,2596,875,677,42,2327.00
355,2,M341A,2004,1,49,43,0,43,43,57,47,53,0,0,0,43,0,0,0,0,1501,1368,1477,2911,2668,3117,1891,1780,1717,1040,1031,902,42,2021.00
356,2,M341A,2004,1,49,43,0,43,43,57,69,31,2,0,18,35,0,0,0,0,1727,1815,1888,3088,3589,4160,1887,1892,1703,1004,894,705,42,2199.00
357,2,M341A,2004,1,49,43,2,45,43,57,84,16,0,0,10,43,0,0,0,0,1763,1920,1956,4035,4180,5088,1601,1877,1453,684,781,477,42,2083.00
358,2,M341A,2004,1,49,43,20,63,43,57,80,20,2,0,35,41,20,0,0,0,2088,2258,2033,3166,3802,4456,2005,2378,1693,1041,1066,650,42,2265.00
359,2,M341A,2004,1,49,45,2,47,45,55,67,33,0,0,18,45,0,0,0,0,1542,1971,1809,2750,3366,3762,2045,2067,1796,1165,1027,817,42,2143.00
360,2,M341A,2004,1,49,45,4,49,45,55,76,24,2,0,18,43,0,0,0,0,1542,2069,1826,2765,3410,3530,2062,2131,1960,1169,1047,950,42,2195.00
361,2,M341A,2004,1,49,45,10,55,45,55,84,16,0,0,10,45,0,0,0,0,1398,2132,2230,2141,3580,3956,2537,2524,2170,1689,1193,940,42,2312.00
362,2,M341A,2004,1,49,45,14,59,45,55,61,39,0,0,18,45,4,0,0,0,1356,1472,1924,2469,2974,3248,2013,1750,2245,1222,953,1151,42,1939.00
363,2,M341A,2004,1,49,45,18,63,45,55,78,22,0,0,29,41,0,0,0,0,1753,2350,2132,2994,4358,4867,2068,1833,1598,1128,721,557,42,2322.00
364,2,M341A,2004,1,49,45,18,63,45,55,96,4,6,0,12,37,0,0,0,0,2906,2586,2143,3092,4927,5136,2106,2121,1601,1115,716,517,42,2297.00
365,2,M341A,2004,1,49,45,24,69,45,55,88,12,6,0,33,39,6,0,0,0,1185,1631,1529,2818,3737,4158,1487,1651,1312,835,753,550,42,2174.00
366,2,M341A,2004,1,49,47,4,51,47,53,67,33,0,0,33,47,2,0,0,0,3091,2044,2018,1387,4002,4073,3884,1749,1786,3022,750,755,42,2105.00
367,2,M341A,2004,1,49,47,8,55,47,53,59,41,0,0,31,47,8,0,0,0,1315,1835,1624,2433,2958,3151,1972,2428,1895,1200,1319,986,42,2008.00
368,2,M341A,2004,1,49,47,8,55,47,53,90,10,0,0,27,47,0,0,0,0,1638,1708,2149,3754,3422,3881,1549,1856,2195,704,910,970,42,2042.00
369,2,M341A,2004,1,49,47,10,57,47,53,57,43,0,0,29,41,10,0,100,0,1878,1755,1741,3770,3646,3945,1864,2145,1677,846,1005,729,42,1999.00
370,2,M341A,2004,1,49,49,2,51,49,51,69,31,0,0,29,49,0,0,0,0,1428,1769,1525,2718,3202,3083,2079,1784,1874,1192,918,996,42,2094.00
371,2,M341A,2004,1,49,49,8,57,49,51,67,33,0,0,29,49,8,0,0,0,1433,1956,1706,3014,3060,3568,1747,2607,1755,942,1384,832,42,2075.00
372,2,M341A,2004,1,49,49,16,65,49,51,69,31,0,0,39,47,12,0,0,0,1313,1645,1624,2602,3456,3526,1835,1736,1732,1078,845,830,42,2118.00
373,2,M341A,2004,1,49,51,6,57,51,49,71,29,0,0,24,51,2,0,0,0,2055,2047,1709,2513,3821,4179,2577,1647,1453,1550,736,597,42,2280.00
374,2,M341A,2004,1,49,51,6,57,51,49,80,20,12,0,27,39,2,0,0,0,1385,2474,1878,2542,3702,3891,1950,2856,1746,1169,1310,769,42,2263.00
375,2,M341A,2004,1,49,51,16,67,51,49,96,4,0,0,16,51,0,0,0,0,1741,2075,1957,3076,3671,4074,2079,2003,1849,1097,934,785,42,2137.00
376,2,M341A,2004,1,49,53,2,55,53,47,78,22,4,0,16,47,0,0,0,0,1361,1982,1923,2448,2785,3073,2080,2698,2650,1263,1520,1405,42,1973.00
377,2,M341A,2004,1,49,53,4,57,53,47,94,6,2,0,41,51,4,0,0,0,1581,2068,1716,2943,3952,4044,1870,1686,1586,1021,731,672,42,2196.00
378,2,M341A,2004,1,49,55,0,55,55,45,61,39,0,0,49,55,0,0,0,0,1759,1634,1794,2927,3048,3309,2443,1982,2021,1338,1056,1017,42,2078.00
379,2,M341A,2004,1,49,55,2,57,55,45,71,29,0,0,51,55,0,0,0,0,1513,2180,1707,2288,3700,4049,1980,2050,1535,1262,942,652,42,2289.00
380,2,M341A,2004,1,49,55,6,61,55,45,65,35,0,0,31,39,0,0,0,0,1431,1839,1837,2451,3379,3222,1826,2353,2223,1119,1169,1139,42,2588.00
381,2,M341A,2004,1,49,59,0,59,59,41,73,27,10,0,12,45,0,0,0,0,1620,2435,1953,2920,3943,4472,2191,2195,1582,1208,954,606,42,2215.00
382,2,M341A,2004,1,49,59,2,61,59,41,78,22,0,0,37,59,0,0,0,0,1273,1899,1638,3063,3529,4005,1445,2147,1484,771,1029,643,42,2093.00
383,2,M341A,2004,1,49,59,4,63,59,41,65,35,2,0,37,57,0,0,0,0,1844,1927,1947,3049,3989,4658,2162,1890,1531,1150,815,558,42,2201.00
384,2,M341A,2004,1,49,59,10,69,59,41,73,27,0,0,33,59,2,0,0,0,2049,2099,2111,4070,4494,4961,1892,1670,1597,798,634,539,42,2185.00
385,2,M341A,2004,1,49,59,10,69,59,41,94,6,0,0,51,59,10,0,0,0,1368,2358,2114,3235,3820,4364,1579,2238,1965,836,998,773,42,2218.00
386,2,M341A,2004,1,49,61,2,63,61,39,82,18,6,0,16,51,2,0,0,0,1353,2233,1789,2435,3587,3786,1934,2580,1823,1187,1222,831,42,2222.00
387,2,M341A,2004,1,49,65,2,67,65,35,84,16,0,0,35,65,2,0,0,0,1692,1745,1658,3113,3684,4415,1901,1780,1356,1004,821,530,42,2142.00
388,2,M341A,2005,1,47,49,9,57,49,51,96,4,0,0,34,45,0,0,0,0,1676,2094,2027,3776,4260,4530,1541,1740,1691,700,706,640,42,2205.00
389,2,M341A,2005,1,48,10,13,23,10,90,77,23,10,0,0,0,4,0,0,100,1816,2105,1518,2566,3545,2779,2063,2175,2081,1300,1037,1184,42,2291.00
390,2,M341A,2005,1,48,15,42,56,15,85,79,21,2,0,0,13,2,0,0,0,2188,1894,1889,3222,2730,2894,2709,2992,2805,1388,1712,1547,42,2102.00
391,2,M341A,2005,1,48,31,8,40,31,69,71,29,2,0,17,21,8,0,0,0,1558,1647,1624,2866,3123,3211,2081,1965,1847,1153,1030,950,42,2037.00
392,2,M341A,2005,1,48,75,0,75,75,25,92,8,0,0,50,75,0,0,0,0,1472,1860,2031,2939,4031,4422,1705,1756,1746,930,756,674,42,2135.00
393,2,M341A,2005,1,49,0,33,33,0,100,41,59,0,0,0,0,2,0,0,0,1242,1397,1286,2862,3057,2855,1505,1540,1614,837,795,900,50,2003.00
394,2,M341A,2005,1,49,4,12,16,4,96,82,18,4,0,0,0,2,0,0,100,1217,2094,1103,2160,3706,2066,1909,2214,2078,1229,1016,1366,42,2139.00
395,2,M341A,2005,1,49,6,49,55,6,94,90,10,0,0,0,6,2,0,0,0,1362,1668,1315,2236,2549,2388,2343,2576,2122,1487,1530,1302,50,1885.00
396,2,M341A,2005,1,49,8,37,45,8,92,53,47,0,0,8,8,35,0,0,0,1359,1682,1244,2158,2638,2144,2430,2887,2262,1575,1683,1464,50,1786.00
397,2,M341A,2005,1,49,10,41,51,10,90,55,45,0,0,10,10,35,0,0,0,1516,1691,1508,2545,2854,2637,2303,2177,2341,1370,1219,1366,50,1827.00
398,2,M341A,2005,1,49,14,8,22,14,86,22,78,0,0,12,12,8,0,0,0,1319,1604,1483,2011,1962,2033,2602,3323,3271,1734,2233,2175,50,1963.00
399,2,M341A,2005,1,49,16,18,35,16,84,47,53,2,0,12,14,8,0,0,0,1260,1792,2269,2963,3424,4311,1461,2247,2108,795,1094,825,42,2190.00
400,2,M341A,2005,1,49,16,20,37,16,84,43,57,0,0,0,0,0,0,0,0,1006,2513,1471,1436,4006,4382,2461,2688,1146,1848,1191,452,42,2490.00
401,2,M341A,2005,1,49,16,27,43,16,84,45,55,0,0,16,16,10,0,0,0,1429,1712,1156,2797,2896,2453,1793,2159,1727,1006,1209,1046,50,1908.00
402,2,M341A,2005,1,49,16,45,61,16,84,61,39,0,0,0,16,39,0,0,0,1351,1519,1378,2425,2625,2381,2076,2362,2323,1268,1385,1431,50,1716.00
403,2,M341A,2005,1,49,18,12,31,18,82,39,61,0,0,0,18,0,0,0,0,1210,1984,1311,2142,3063,3200,1770,2414,1420,1151,1274,730,42,2191.00
404,2,M341A,2005,1,49,18,16,35,18,82,37,63,0,0,16,18,14,0,0,0,1139,1461,1436,2495,2860,2523,1571,1898,2204,943,1054,1316,42,2197.00
405,2,M341A,2005,1,49,18,29,47,18,82,88,12,0,0,8,18,27,0,0,0,1312,1845,1764,2440,2770,2987,1946,2719,2347,1183,1532,1267,42,1785.00
406,2,M341A,2005,1,49,20,4,24,20,80,29,71,0,0,20,20,4,0,0,0,1738,1814,2021,2745,3125,3324,2533,2721,2432,1443,1425,1219,42,1857.00
407,2,M341A,2005,1,49,20,8,29,20,80,39,61,0,0,20,20,4,0,0,0,1438,1541,1779,2810,3540,3458,1878,1573,1923,1061,751,933,50,2278.00
408,2,M341A,2005,1,49,20,10,31,20,80,31,69,0,0,18,20,0,0,0,0,1844,1881,1764,3063,3247,3268,1746,2213,2078,929,1133,1056,42,2139.00
409,2,M341A,2005,1,49,20,10,31,20,80,31,69,0,0,20,20,8,0,0,0,1741,1578,1752,3290,3362,3922,1977,1799,1644,1004,897,724,42,2078.00
410,2,M341A,2005,1,49,20,12,33,20,80,35,65,0,0,14,20,2,0,0,0,1142,1531,1520,2354,3392,3461,1705,2227,1482,1067,1143,721,42,2346.00
411,2,M341A,2005,1,49,22,0,22,22,78,27,73,0,0,20,22,0,0,0,0,1438,2100,1692,2826,3420,3707,1789,2368,1675,1001,1137,769,42,2213.00
412,2,M341A,2005,1,49,22,2,24,22,78,61,39,0,0,18,18,0,0,0,0,1626,1636,1708,3038,3173,3453,2019,1943,1727,1080,1010,847,42,2201.00
413,2,M341A,2005,1,49,22,4,27,22,78,27,73,0,0,20,20,0,0,0,0,1209,1931,1382,2927,2880,3196,1399,2056,1490,762,1033,755,42,2138.00
414,2,M341A,2005,1,49,22,12,35,22,78,39,61,0,0,10,22,0,0,0,0,1598,1511,1662,2997,2963,3804,1958,1751,1545,1055,916,695,42,2224.00
415,2,M341A,2005,1,49,22,12,35,22,78,49,51,0,0,20,22,4,0,0,0,1478,1923,1654,3086,3221,3495,1692,2555,1674,892,1429,807,42,2087.00
416,2,M341A,2005,1,49,22,14,37,22,78,67,33,2,0,16,20,2,0,0,0,1488,1758,1516,2895,3032,3594,1818,2456,1512,1003,1311,714,42,1959.00
417,2,M341A,2005,1,49,22,33,55,22,78,84,16,0,0,10,22,27,0,0,0,1553,1630,1814,2691,3066,2890,2150,1933,2575,1239,1026,1420,50,1920.00
418,2,M341A,2005,1,49,24,0,24,24,76,31,69,0,0,24,24,0,0,0,0,1865,1580,1824,3537,3349,3807,1957,1677,1780,936,837,806,42,2091.00
419,2,M341A,2005,1,49,24,2,27,24,76,27,73,0,0,0,0,0,0,0,0,673,1632,1334,510,3159,2863,2656,1912,1765,2403,1103,974,42,3084.00
420,2,M341A,2005,1,49,24,8,33,24,76,71,29,0,0,14,24,8,0,0,0,1687,1427,1843,2802,3047,3364,2279,1940,2140,1281,1031,1062,42,1916.00
421,2,M341A,2005,1,49,24,12,37,24,76,37,63,0,0,16,18,2,0,0,0,1514,1909,1917,2673,3410,3706,1914,2299,1928,1111,1129,887,42,2219.00
422,2,M341A,2005,1,49,24,14,39,24,76,39,61,0,0,24,24,2,0,0,0,1280,1440,1628,2922,2804,2793,1511,1939,2307,828,1069,1300,42,2045.00
423,2,M341A,2005,1,49,24,18,43,24,76,45,55,2,0,16,22,0,0,0,0,1701,2290,1958,3024,3515,3757,2097,2639,1963,1123,1253,891,42,2054.00
424,2,M341A,2005,1,49,24,24,49,24,76,51,49,0,0,22,24,20,0,0,0,1379,1659,1526,2528,2867,2608,1963,2183,2293,1170,1236,1343,42,1821.00
425,2,M341A,2005,1,49,24,29,53,24,76,67,33,2,0,18,22,16,0,0,0,1312,1546,1368,2548,2491,2526,1921,2508,2085,1149,1513,1244,50,2040.00
426,2,M341A,2005,1,49,27,0,27,27,73,33,67,0,0,24,27,0,0,0,0,1539,1498,1504,2745,2722,2810,2315,2090,2116,1318,1196,1190,42,2113.00
427,2,M341A,2005,1,49,27,2,29,27,73,31,69,0,0,12,27,0,0,0,0,1658,2074,1657,2859,3113,3214,2226,2629,1956,1238,1380,1009,42,2100.00
428,2,M341A,2005,1,49,27,6,33,27,73,39,61,2,0,20,24,2,0,0,0,1312,1724,1690,3100,3217,4130,1506,1776,1517,796,933,635,42,2030.00
429,2,M341A,2005,1,49,27,8,35,27,73,35,65,0,0,20,27,6,0,0,0,1489,1632,1611,3035,3406,3824,1736,1797,1471,926,885,657,42,2028.00
430,2,M341A,2005,1,49,27,8,35,27,73,55,45,2,0,14,24,0,0,0,0,1806,2210,1887,2876,4122,4028,2199,1761,1757,1256,733,751,42,2098.00
431,2,M341A,2005,1,49,27,18,45,27,73,49,51,0,0,18,24,12,0,0,0,1081,1272,1390,2026,2273,2366,1918,2109,2245,1272,1327,1386,50,1859.00
432,2,M341A,2005,1,49,27,24,51,27,73,51,49,0,0,27,27,14,0,0,0,1450,1780,1923,2268,4108,4647,1746,1502,1459,1101,627,536,42,2294.00
433,2,M341A,2005,1,49,27,24,51,27,73,78,22,0,0,22,27,0,0,0,0,1542,1896,1822,3113,3546,3607,1727,1954,1848,907,932,873,42,2067.00
434,2,M341A,2005,1,49,29,0,29,29,71,35,65,0,0,22,29,0,0,0,0,2131,2118,1973,3226,3526,3627,1981,2450,2083,1015,1177,975,42,2381.00
435,2,M341A,2005,1,49,29,2,31,29,71,31,69,0,0,14,27,0,0,0,0,1239,1522,1850,3068,3134,3520,1372,1731,1963,728,906,947,42,2117.00
436,2,M341A,2005,1,49,29,2,31,29,71,82,18,0,0,16,29,0,0,0,0,1673,1948,1708,3075,3485,3729,2051,2435,1636,1085,1177,746,42,2018.00
437,2,M341A,2005,1,49,29,4,33,29,71,33,67,0,0,24,29,4,0,0,0,1340,1319,1383,2315,2570,2763,2179,2570,1857,1363,1544,1063,42,1844.00
438,2,M341A,2005,1,49,29,6,35,29,71,35,65,0,0,2,29,4,0,0,0,1369,1811,1623,2968,2814,2985,1597,2536,1987,867,1450,1074,50,2103.00
439,2,M341A,2005,1,49,29,6,35,29,71,43,57,2,0,20,24,2,0,0,0,904,2121,1845,1158,3723,4255,2720,2628,1620,2177,1202,652,42,2406.00
440,2,M341A,2005,1,49,29,6,35,29,71,71,29,0,0,18,27,0,0,0,0,1801,1787,1943,3112,3552,3944,2195,1889,1850,1151,900,804,42,1988.00
441,2,M341A,2005,1,49,29,14,43,29,71,69,31,4,0,12,24,2,0,0,0,1491,1770,1502,2834,3146,3263,1987,2096,1700,1122,1110,868,42,1947.00
442,2,M341A,2005,1,49,29,20,49,29,71,53,47,0,0,29,29,6,0,0,0,1191,1548,1940,2659,3013,4407,1535,1892,1614,890,1016,629,42,2165.00
443,2,M341A,2005,1,49,29,24,53,29,71,57,43,0,0,20,29,4,0,0,0,1850,1620,1650,2996,3131,3532,2409,2437,1747,1299,1269,835,42,2053.00
444,2,M341A,2005,1,49,29,27,55,29,71,59,41,0,0,22,29,14,0,0,0,1547,2154,1803,2850,2953,3144,2053,2930,2287,1138,1592,1194,50,1918.00
445,2,M341A,2005,1,49,29,29,57,29,71,59,41,0,0,10,29,29,0,0,0,1552,1520,1488,2439,2751,2829,2535,2064,1957,1542,1169,1095,42,1852.00
446,2,M341A,2005,1,49,31,6,37,31,69,61,39,0,0,16,31,0,0,0,0,1595,2096,1644,2786,3030,3269,2139,2425,1884,1215,1298,962,42,1915.00
447,2,M341A,2005,1,49,31,16,47,31,69,76,24,0,0,12,31,0,0,0,0,1160,1635,1588,2292,3446,4032,1796,1857,1383,1138,911,591,42,2252.00
448,2,M341A,2005,1,49,31,16,47,31,69,80,20,0,0,20,31,12,0,0,0,1582,2007,1426,3050,3140,2907,1910,2440,1837,1018,1284,1013,42,2057.00
449,2,M341A,2005,1,49,31,24,55,31,69,78,22,2,0,18,22,22,0,0,0,1295,1765,1420,2593,3364,3710,1724,2353,1319,1017,1162,614,42,2219.00
450,2,M341A,2005,1,49,33,8,41,33,67,67,33,0,0,12,33,6,0,0,0,1646,2008,1547,2973,3227,3476,2058,2412,1590,1114,1242,770,42,1905.00
451,2,M341A,2005,1,49,33,10,43,33,67,43,57,2,0,18,31,8,0,0,0,1476,1733,1967,3317,3112,3565,1633,2117,2181,817,1108,1035,42,2053.00
452,2,M341A,2005,1,49,33,14,47,33,67,59,41,6,0,24,27,8,0,0,0,1580,2008,1596,3063,3469,3986,1874,2373,1432,995,1135,616,42,1967.00
453,2,M341A,2005,1,49,33,22,55,33,67,61,39,2,0,29,31,12,0,0,0,1460,2203,1955,3069,3319,3933,1671,2754,1865,888,1373,814,42,2029.00
454,2,M341A,2005,1,49,33,24,57,33,67,65,35,0,0,24,33,16,0,0,0,1502,1693,1566,3140,3633,3764,1753,1958,1512,914,922,687,42,1916.00
455,2,M341A,2005,1,49,33,29,61,33,67,86,14,0,0,20,33,0,0,0,0,965,1937,1433,1472,3414,3091,2146,2132,1704,1599,1041,902,42,2316.00
456,2,M341A,2005,1,49,35,2,37,35,65,37,63,0,0,16,31,0,0,0,0,1712,2218,2104,2248,3663,3890,2491,2162,2051,1601,1012,912,42,2398.00
457,2,M341A,2005,1,49,35,2,37,35,65,37,63,0,0,33,35,0,0,0,0,1843,1689,1912,3617,3692,4208,1855,1588,1652,870,732,674,42,2103.00
458,2,M341A,2005,1,49,35,4,39,35,65,47,53,0,0,24,35,0,0,0,0,1635,2114,1629,3300,3207,3465,1944,2424,1662,980,1253,806,42,2318.00
459,2,M341A,2005,1,49,35,4,39,35,65,69,31,0,0,24,35,0,0,0,0,1525,1800,1924,3142,3659,3946,1805,1752,1908,942,814,833,42,1949.00
460,2,M341A,2005,1,49,35,10,45,35,65,45,55,0,0,31,35,6,0,0,0,1395,1864,1678,3114,2735,3109,1586,2752,2006,831,1581,1065,50,2113.00
461,2,M341A,2005,1,49,35,16,51,35,65,55,45,4,0,2,2,8,0,0,0,1311,2245,1802,1996,3446,3699,2194,2308,1838,1482,1113,852,42,2298.00
462,2,M341A,2005,1,49,35,16,51,35,65,59,41,0,0,33,33,2,0,0,0,1427,1919,2114,2835,3689,3806,1755,2014,2201,983,931,993,42,2283.00
463,2,M341A,2005,1,49,35,16,51,35,65,86,14,0,0,22,35,2,0,0,0,1426,1962,1676,3141,3460,3924,1598,2223,1515,835,1081,660,42,2099.00
464,2,M341A,2005,1,49,35,18,53,35,65,53,47,0,0,24,35,0,0,0,0,1369,1638,1451,2951,3419,2946,1572,1763,1781,856,864,971,50,2041.00
465,2,M341A,2005,1,49,35,18,53,35,65,73,27,0,0,22,35,4,0,0,0,1691,1953,2213,2958,3325,3729,2151,2406,2333,1169,1206,1066,42,1967.00
466,2,M341A,2005,1,49,35,24,59,35,65,59,41,0,0,27,35,8,0,0,0,1075,1855,1231,2458,3200,3822,1476,2272,1042,893,1188,470,42,2159.00
467,2,M341A,2005,1,49,35,27,61,35,65,80,20,0,0,27,35,20,0,0,0,1227,1825,1699,2857,3503,3405,1493,1843,1889,832,887,931,42,2210.00
468,2,M341A,2005,1,49,37,6,43,37,63,43,57,2,0,29,35,6,0,0,0,1697,1755,1767,3382,3436,3490,1873,1798,1854,926,879,897,42,2009.00
469,2,M341A,2005,1,49,37,6,43,37,63,51,49,0,0,29,35,0,0,0,0,1537,2242,2032,2819,3373,3735,2014,2583,2125,1128,1263,972,42,2256.00
470,2,M341A,2005,1,49,37,6,43,37,63,69,31,0,0,24,37,0,0,0,0,1645,1606,1788,3597,4024,4542,1634,1636,1407,768,695,528,42,2049.00
471,2,M341A,2005,1,49,37,8,45,37,63,47,53,0,0,27,35,4,0,0,0,1587,2123,1944,3265,3652,3923,1749,1916,1814,887,894,791,42,2260.00
472,2,M341A,2005,1,49,37,8,45,37,63,57,43,0,0,27,37,6,0,0,0,1472,1647,1671,3257,3149,3412,1715,1820,1845,881,950,907,42,2124.00
473,2,M341A,2005,1,49,37,8,45,37,63,76,24,4,0,27,33,8,0,0,0,1560,1717,1506,2970,3071,3063,1954,2208,1819,1061,1172,968,42,2153.00
474,2,M341A,2005,1,49,37,24,61,37,63,61,39,0,0,27,37,2,0,0,0,1908,1918,1866,2620,3584,4082,2131,2012,1672,1249,950,705,42,2333.00
475,2,M341A,2005,1,49,37,27,63,37,63,67,33,0,0,33,37,12,0,0,0,1721,1985,1723,3122,3439,3880,2131,2236,1624,1115,1103,720,42,1969.00
476,2,M341A,2005,1,49,37,27,63,37,63,69,31,10,0,0,0,0,0,0,0,1138,1871,1843,1428,3945,4692,2597,1671,1422,1954,692,513,42,2258.00
477,2,M341A,2005,1,49,39,0,39,39,61,82,18,0,0,29,39,0,0,0,0,1660,1519,1684,3179,3287,3445,1990,1712,1815,1030,865,887,42,2049.00
